"_idx","_category","category","directory","_filename","filename","_text"
"IDX_HELI.txt","HELI",,"en/","3dpoff","3dpoff","3d pitch off"
"IDX_HELI.txt","HELI",,"en/","3dpitch","3dptch","3d pitch"
"IDX_RATE.txt","RATES",,"en/","3drtsact","3dract","3D rates active"
"IDX_RATE.txt","RATES",,"en/","3drtsoff","3droff","3D rates off"
"IDX_RATE.txt","RATES",,"en/","3drtson","3dron","3D rates on"
"IDX_JETS.txt","JETS",,"en/","abrkcl","abrkcl","air brakes closed"
"IDX_JETS.txt","JETS",,"en/","airbkoff","abrkof","airbrake off"
"IDX_JETS.txt","JETS",,"en/","abrkop","abrkop","air brakes open"
"IDX_HELI.txt","HELI",,"en/","acrmd","acrmd","acro mode"
"en-US-taranis.csv","OPENTX",,"en/",,"acro","acro. mode!, on"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","acro","acro","acro"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","acromd","acromd","acro mode"
"IDX_AERO.txt","AERO",,"en/","aero","aero","aero batics"
"IDX_AERO.txt","AERO",,"en/","aero3d","aero3d","3d aero batics"
"IDX_AERO.txt","AERO",,"en/","aeropr","aeropr","precision aero batics"
"IDX_AERO.txt","AERO",,"en/","ail3d","ail3d","3d ailerons"
"IDX_SURF.txt","AILERONS",,"en/","ailhgh","ailhgh","aileron high"
"IDX_SURF.txt","AILERONS",,"en/","aillow","aillow","aileron low"
"IDX_SURF.txt","AILERONS",,"en/","ailmed","ailmed","aileron medium"
"IDX_SURF.txt","AILERONS",,"en/","srf_ail","ailrn","aileron"
"IDX_SURF.txt","AILERONS",,"en/","srf_ails","ailrns","ailerons"
"IDX_JETS.txt","JETS",,"en/","airbk","airbk","airbrake"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","althld","althld","altitude hold"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","angl","angl","angle"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","anglmd","anglmd","angle mode"
"IDX_HELI.txt","HELI",,"en/","atmtcmd","atmmd","automatic mode"
"IDX_HELI.txt","HELI",,"en/","atmtc","atmtc","automatic"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","attmd","attmd","attitude mode"
"IDX_MODE.txt","MODES",,"en/","attmd","attmd","attitude mode"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","auto","auto","auto"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","auto","auto","auto"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","automd","automd","auto mode"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","autort","autort","auto rotation"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","auttn","autt","auto tune"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","auttnmd","auttmd","auto tune mode"
"IDX_GENR.txt","GENERAL",,"en/","bklght","bklght","back light on"
"IDX_EQIP.txt","EQUIP",,"en/","bombawy","bmbawy","bombs away"
"IDX_EQIP.txt","EQUIP",,"en/","bombrel","bmbrel","bombs released"
"IDX_JETS.txt","JETS",,"en/","brksoff","brkoff","brakes off"
"IDX_JETS.txt","JETS",,"en/","brkson","brkon","brakes on"
"IDX_SOAR.txt","SOARING",,"en/","btflyoff","btfoff","butterfly off"
"IDX_SOAR.txt","SOARING",,"en/","btflyon","btfon","butterfly on"
"IDX_EQIP.txt","EQUIP",,"en/","buzzact","buzza","buzzer active"
"IDX_EQIP.txt","EQUIP",,"en/","camcentr","camctr","camera centered"
"IDX_EQIP.txt","EQUIP",,"en/","camfix","camfix","camera fixed"
"IDX_EQIP.txt","EQUIP",,"en/","camman","camman","camera manual"
"IDX_SOAR.txt","SOARING",,"en/","clmb","clmb","climbing"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","clmbmd","clmbmd","climbing mode"
"IDX_MODE.txt","MODES",,"en/","clmbmd","clmbmd","climbing mode"
"IDX_GENR.txt","GENERAL",,"en/","cmnglnd","cmlnd","coming in for landing"
"IDX_COMP.txt","COMPONENT SOUNDS",,"en/","cpldwth","cpldwt","...coupled with..."
"IDX_GENR.txt","GENERAL",,"en/","cpltoff","cptoff","co-pilot off"
"IDX_GENR.txt","GENERAL",,"en/","cplton","cpton","co-pilot on"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","crcl","crcl","circle"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","crclmd","crclmd","circle mode"
"en-US-taranis.csv","OPENTX",,"en/",,"crowof","crow!, off!"
"IDX_SOAR.txt","SOARING",,"en/","crowoff","crowof","crow off"
"en-US-taranis.csv","OPENTX",,"en/",,"crowon","crow!, on!"
"IDX_SOAR.txt","SOARING",,"en/","crowon","crowon","crow on"
"IDX_HELI.txt","HELI",,"en/","corslk","crslk","course lock"
"IDX_HELI.txt","HELI",,"en/","corslkm","crslkm","course lock mode"
"IDX_SOAR.txt","SOARING",,"en/","cruz","cruz","cruise"
"IDX_MODE.txt","MODES",,"en/","cruzmd","cruzmd","cruise mode"
"IDX_SOAR.txt","SOARING",,"en/","cruzmd","cruzmd","cruise mode"
"IDX_GENR.txt","GENERAL",,"en/","deadstk","deadst","dead stick!"
"IDX_GENR.txt","GENERAL",,"en/","deplyd","deplyd","deployed"
"IDX_SOAR.txt","SOARING",,"en/","dlg","dlg","DLG"
"IDX_SOAR.txt","SOARING",,"en/","dlgf","dlgf","discus launch glider"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","drft","drft","drift"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","drftmd","drftmd","drift mode"
"IDX_SOAR.txt","SOARING",,"en/","dscnd","dscnd","descending"
"IDX_MODL.txt","MODELS",,"en/","dscvryp","dscvpr","discovery pro"
"IDX_MODL.txt","MODELS",,"en/","dscvry","dscvry","discovery"
"IDX_GENR.txt","GENERAL",,"en/","dseng","dseng","disengage"
"IDX_JETS.txt","JETS",,"en/","ductf","ductf","ducted fan"
"IDX_AERO.txt","AERO",,"en/","ele3d","ele3d","3d elevator"
"IDX_SURF.txt","ELEVATOR",,"en/","elehigh","elehi","elevator high"
"IDX_SURF.txt","ELEVATOR",,"en/","elelow","elelow","elevator low"
"IDX_SURF.txt","ELEVATOR",,"en/","elemed","elemed","elevator medium"
"IDX_SURF.txt","ELEVATOR",,"en/","srf_elv","elevtr","elevator"
"IDX_MODL.txt","MODELS",,"en/","emax250","emx250","e-max two fifty"
"IDX_GENR.txt","GENERAL",,"en/","eng","eng","engaged"
"IDX_GENR.txt","GENERAL",,"en/","engarm","engarm","engines armed"
"IDX_SURF.txt","THROTTLE",,"en/","engarm","engarm","engines armed"
"IDX_SURF.txt","THROTTLE",,"en/","engdisa","engda","engines disarmed"
"IDX_EQIP.txt","EQUIP",,"en/","engdis","engdis","engine disabled"
"IDX_GENR.txt","GENERAL",,"en/","engdis","engdis","engines disarmed"
"IDX_SURF.txt","THROTTLE",,"en/","engdis","engdis","engine disabled"
"en-US-taranis.csv","OPENTX",,"en/",,"engoff","engine!, off!"
"IDX_EQIP.txt","EQUIP",,"en/","engoff","engoff","engine off"
"IDX_SURF.txt","THROTTLE",,"en/","engoff","engoff","engine off"
"IDX_EQIP.txt","EQUIP",,"en/","engon","engon","engine on"
"IDX_SURF.txt","THROTTLE",,"en/","engon","engon","engine on"
"IDX_RATE.txt","RATES",,"en/","expooff","expoof","expo off"
"IDX_RATE.txt","RATES",,"en/","expoon","expoon","expo on"
"IDX_JETS.txt","JETS",,"en/","fandf","fandf","fast and flat"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","fbwa","fbwa","fly by wire A"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","fbwb","fbwb","fly by wire B"
"en-US-taranis.csv","OPENTX",,"en/",,"flapdn","flaps!, down!"
"IDX_SURF.txt","FLAPS",,"en/","flaps","flaps","flaps"
"IDX_SURF.txt","FLAPS",,"en/","flaps1","flaps1","flaps one"
"IDX_SURF.txt","FLAPS",,"en/","flaps2","flaps2","flaps two"
"en-US-taranis.csv","OPENTX",,"en/",,"flapup","flaps!, up!"
"IDX_SURF.txt","FLAPS",,"en/","flpail","flpail","flaps synced with ailerons"
"IDX_SURF.txt","FLAPS",,"en/","flapsdep","flpdep","flaps deployed"
"IDX_SURF.txt","FLAPS",,"en/","flapsdn","flpdn","flaps down"
"IDX_SURF.txt","FLAPS",,"en/","flapfll","flpful","flaps full"
"IDX_SURF.txt","FLAPS",,"en/","flaphlf","flphlf","flaps half"
"IDX_SURF.txt","FLAPS",,"en/","flpnorm","flpnor","flaps normal"
"IDX_SURF.txt","FLAPS",,"en/","flapsup","flpup","flaps up"
"IDX_MODE.txt","MODES",,"en/","fltmode1","fltmd1","flight mode one"
"IDX_MODE.txt","MODES",,"en/","fltmode2","fltmd2","flight mode two"
"IDX_MODE.txt","MODES",,"en/","fltmode3","fltmd3","flight mode three"
"IDX_MODE.txt","MODES",,"en/","fltmode4","fltmd4","flight mode four"
"IDX_MODE.txt","MODES",,"en/","fltmode5","fltmd5","flight mode five"
"IDX_MODE.txt","MODES",,"en/","fltmode6","fltmd6","flight mode six"
"IDX_MODE.txt","MODES",,"en/","fltmode7","fltmd7","flight mode seven"
"IDX_MODE.txt","MODES",,"en/","fltmode8","fltmd7","flight mode eight"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","flwmemd","flwmd","follow me mode"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","flwme","flwme","follow me"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-acr","flight mode acro"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-crs","flight mode cruise"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-flt","flight mode float"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-fst","flight mode fast"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-lch","flight mode launch"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-lnd","flight mode land"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-nrm","flight mode normal"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-png","flight mode ping"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-pwr","flight mode power"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-rce","flight mode race"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-spd","flight mode speed"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-thl","flight mode thermal left"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-thm","flight mode thermal"
"en-US-taranis.csv","OPENTX",,"en/",,"fm-thr","flight mode thermal right"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","fpv","fpv","FPV"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","fpvf","fpvf","from pilots view"
"IDX_MODE.txt","MODES",,"en/","fsoff","fsoff","failsafe off"
"IDX_MODE.txt","MODES",,"en/","fson","fson","failsafe on"
"IDX_GENR.txt","GENERAL",,"en/","fxdwng","fxdwng","fixed wing"
"en-US-taranis.csv","OPENTX",,"en/",,"geardn","gear!, down!"
"IDX_EQIP.txt","EQUIP",,"en/","geardn","geardn","gear down"
"en-US-taranis.csv","OPENTX",,"en/",,"gearup","gear!, up!"
"IDX_EQIP.txt","EQUIP",,"en/","gearup","gearup","gear up"
"IDX_MODL.txt","MODELS",,"en/","gemini","gemini","gemini"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","gidd","gidd","guided"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","giddmd","giddmd","guided mode"
"IDX_EQIP.txt","EQUIP",,"en/","gmblact","gmbact","gimbal active"
"IDX_EQIP.txt","EQUIP",,"en/","gmbloff","gmboff","gimbal off"
"IDX_EQIP.txt","EQUIP",,"en/","gmblon","gmbon","gimbal on"
"IDX_EQIP.txt","EQUIP",,"en/","gps","gps","GPS"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","gpsmd","gpsmd","GPS mode"
"IDX_MODE.txt","MODES",,"en/","gpsmd","gpsmd","GPS mode"
"IDX_HELI.txt","HELI",,"en/","gyrhh","gyrhh","gyro heading hold"
"IDX_HELI.txt","HELI",,"en/","gyrrate","gyrtm","gyro rate mode"
"IDX_HELI.txt","HELI",,"en/","hedhld","hedhld","heading hold active"
"IDX_HELI.txt","HELI",,"en/","heli","heli","helicopter"
"IDX_HELI.txt","HELI",,"en/","heli3d","heli3d","3d helicopter"
"IDX_HELI.txt","HELI",,"en/","heliscl","helscl","scale helicopter"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","hexc","hexc","hexacopter"
"IDX_RATE.txt","RATES",,"en/","hirates","hirts","high rates"
"IDX_HELI.txt","HELI",,"en/","homlk","homlk","home lock"
"IDX_HELI.txt","HELI",,"en/","homlkm","homlkm","home lock mode"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","hrzn","hrzn","horizon"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","hrznmd","hrznmd","horizon mode"
"IDX_HELI.txt","HELI",,"en/","hvr","hvr","hover"
"IDX_HELI.txt","HELI",,"en/","hvrmd","hvrmd","hover mode"
"IDX_MODE.txt","MODES",,"en/","hvrmd","hvrmd","hover mode"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","hybrdmd","hybmd","hybrid mode"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","hybrd","hybrd","hybrid"
"IDX_SURF.txt","THROTTLE",,"en/","idldwn","idldwn","idle down"
"IDX_SURF.txt","THROTTLE",,"en/","idlup","idlup","idle up"
"IDX_SURF.txt","THROTTLE",,"en/","idlup1","idlup1","idle up 1"
"IDX_SURF.txt","THROTTLE",,"en/","idlup2","idlup2","idle up 2"
"IDX_SURF.txt","THROTTLE",,"en/","ignact","ignact","ignition active"
"IDX_SURF.txt","THROTTLE",,"en/","ignoff","ignoff","ignition off"
"IDX_SURF.txt","THROTTLE",,"en/","ignon","ignon","ignition on"
"IDX_MODL.txt","MODELS",,"en/","inspire","inspir","inspire one"
"IDX_JETS.txt","JETS",,"en/","jett","jett","jet turbine"
"IDX_SOAR.txt","SOARING",,"en/","lnch","lnch","launch"
"IDX_MODE.txt","MODES",,"en/","lnchmd","lnchmd","launch mode"
"IDX_SOAR.txt","SOARING",,"en/","lnchmd","lnchmd","launch mode"
"IDX_MODE.txt","MODES",,"en/","lndgmd","lndgmd","landing mode"
"IDX_SOAR.txt","SOARING",,"en/","lndgmd","lndgmd","landing mode"
"en-US-taranis.csv","OPENTX",,"en/",,"lnding","landing. mode!, on"
"IDX_GENR.txt","GENERAL",,"en/","timlnd","lndti","it is time for you to land"
"IDX_GENR.txt","GENERAL",,"en/","timlnd2","lndti2","you really should think about landing"
"en-US-taranis.csv","OPENTX",,"en/",,"lowbat","low. battery!"
"IDX_RATE.txt","RATES",,"en/","lowrates","lowrts","low rates"
"IDX_SOAR.txt","SOARING",,"en/","loitr","ltr","loiter"
"IDX_MODE.txt","MODES",,"en/","loitrmd","ltrmd","loiter mode"
"IDX_SOAR.txt","SOARING",,"en/","loitrmd","ltrmd","loiter mode"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","manl","manl","manual"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","manlmd","manlmd","manual mode"
"IDX_MODE.txt","MODES",,"en/","mdact","mdact","mode active"
"IDX_MODE.txt","MODES",,"en/","mdoff","mdoff","mode off"
"IDX_MODE.txt","MODES",,"en/","mdon","mdon","mode on"
"IDX_EQIP.txt","EQUIP",,"en/","mgmtrof","mgoff","magnetometer off"
"IDX_EQIP.txt","EQUIP",,"en/","mgmtron","mgon","magnetometer on"
"IDX_EQIP.txt","EQUIP",,"en/","mgohmof","mgooff","magnet O meter off"
"IDX_EQIP.txt","EQUIP",,"en/","mgohmon","mgoon","magnet O meter on"
"IDX_RATE.txt","RATES",,"en/","midrates","midrts","mid rates"
"IDX_COMP.txt","COMPONENT SOUNDS",,"en/","mix","mix","...mix"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","mltrtr","mltrtr","multi rotor"
"IDX_MODE.txt","MODES",,"en/","mode","mode","mode"
"IDX_MODE.txt","MODES",,"en/","mode0","mode0","mode zero"
"IDX_MODE.txt","MODES",,"en/","mode1","mode1","mode one"
"IDX_MODE.txt","MODES",,"en/","mode2","mode2","mode two"
"IDX_MODE.txt","MODES",,"en/","mode3","mode3","mode three"
"IDX_MODE.txt","MODES",,"en/","mode4","mode4","mode four"
"IDX_MODE.txt","MODES",,"en/","mode5","mode5","mode five"
"IDX_MODE.txt","MODES",,"en/","mode6","mode6","mode six"
"IDX_MODE.txt","MODES",,"en/","mode7","mode7","mode seven"
"IDX_MODE.txt","MODES",,"en/","mode8","mode8","mode eight"
"IDX_GENR.txt","GENERAL",,"en/","extmodl","modext","external module"
"IDX_GENR.txt","GENERAL",,"en/","intmodl","modint","internal module"
"IDX_GENR.txt","GENERAL",,"en/","mtrarm","mtrarm","motor armed"
"IDX_GENR.txt","GENERAL",,"en/","mtrdarm","mtrdis","motor disarmed"
"IDX_GENR.txt","GENERAL",,"en/","mtrsarm","mtsarm","motors armed"
"IDX_GENR.txt","GENERAL",,"en/","mtrsdarm","mtsdis","motors disarmed"
"IDX_COMP.txt","COMPONENT SOUNDS",,"en/","mxdwth","mxdwth","...mixed with..."
"IDX_MODL.txt","MODELS",,"en/","nanoqx","nanqx","nano QX"
"IDX_MODL.txt","MODELS",,"en/","nanoqxf","nanqxf","nano QX FPV"
"en-US-taranis.csv","OPENTX",,"en/",,"nrmmod","normal. mode!, on"
"IDX_MODE.txt","MODES",,"en/","nrmmod","nrmmod","normal mode"
"IDX_MODL.txt","MODELS",,"en/","nucls","nucls","nucleus"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","octc","octc","octocopter"
"IDX_GENR.txt","GENERAL",,"en/","off","off","off"
"IDX_GENR.txt","GENERAL",,"en/","on","on","on"
"IDX_GENR.txt","GENERAL",,"en/","opentx","opentx","OpenTX"
"IDX_EQIP.txt","EQUIP",,"en/","pchtdep","pchdep","parachute deployed"
"IDX_MODL.txt","MODELS",,"en/","phant","phant","phantom"
"IDX_MODL.txt","MODELS",,"en/","phant2","phant2","phantom 2"
"IDX_MODL.txt","MODELS",,"en/","phant3","phant3","phantom 3"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","poshld","poshld","position hold"
"IDX_SOAR.txt","SOARING",,"en/","pwrgld","pwrgld","power glider"
"IDX_GENR.txt","GENERAL",,"en/","pylnrc","pylnrc","pylon racing"
"IDX_MODL.txt","MODELS",,"en/","qav250","qav250","Q- A- V- two fifty"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","quadc","quadc","quadcopter"
"IDX_GENR.txt","GENERAL",,"en/","race","race","race"
"IDX_GENR.txt","GENERAL",,"en/","racemd","racemd","race mode"
"IDX_GENR.txt","GENERAL",,"en/","racing","racing","racing"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","rate","rate","rate"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","ratemd2","ratemd","rate mode"
"IDX_HELI.txt","HELI",,"en/","ratemd","ratemd","rate mode active"
"IDX_SOAR.txt","SOARING",,"en/","reflex","reflex","reflex"
"IDX_MODE.txt","MODES",,"en/","rthome","rthome","return to home"
"IDX_MODE.txt","MODES",,"en/","rtland","rtland","return to landing"
"IDX_AERO.txt","AERO",,"en/","rud3d","rud3d","3d rudder"
"IDX_SURF.txt","RUDDER",,"en/","srf_rud","rudder","rudder"
"IDX_SURF.txt","RUDDER",,"en/","rudhgh","rudhgh","rudder high"
"IDX_SURF.txt","RUDDER",,"en/","rudlow","rudlow","rudder low"
"IDX_SURF.txt","RUDDER",,"en/","rudmed","rudmed","rudder medium"
"IDX_GENR.txt","GENERAL",,"en/","sclmod","sclmod","scale model"
"IDX_HELI.txt","HELI",,"en/","sclpitch","sclptc","scale pitch"
"IDX_GENR.txt","GENERAL",,"en/","seapl","seapl","seaplane"
"IDX_SOAR.txt","SOARING",,"en/","seek","seek","seek"
"IDX_MODE.txt","MODES",,"en/","seekmd","seekmd","seek mode"
"IDX_SOAR.txt","SOARING",,"en/","seekmd","seekmd","seek mode"
"en-US-taranis.csv","OPENTX",,"en/",,"sigcrt","rf. signal!, critical!"
"en-US-taranis.csv","OPENTX",,"en/",,"siglow","rf. signal!, low!"
"IDX_GENR.txt","GENERAL",,"en/","sim","sim","simulator"
"IDX_GENR.txt","GENERAL",,"en/","sitnorm","sitnrm","situation normal"
"IDX_GENR.txt","GENERAL",,"en/","situ","situ","situation"
"IDX_MODE.txt","MODES",,"en/","slflvl","sllmd","self level mode"
"IDX_MODE.txt","MODES",,"en/","slflvlm","sllmmd","self level mixing mode"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","slflvl","slvlmd","self level mode"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","slflvlm","slvlmx","self level mixing mode"
"IDX_EQIP.txt","EQUIP",,"en/","smokeoff","smkoff","smoke off"
"IDX_EQIP.txt","EQUIP",,"en/","smokeon","smkon","smoke on"
"IDX_AERO.txt","AERO",,"en/","snapsw","snapsw","snap roll"
"IDX_SOAR.txt","SOARING",,"en/","soring","soring","soaring"
"IDX_SOAR.txt","SOARING",,"en/","speed","spd","speed"
"IDX_MODE.txt","MODES",,"en/","speedmd","spdmd","speed mode"
"IDX_SOAR.txt","SOARING",,"en/","speedmd","spdmd","speed mode"
"en-US-taranis.csv","OPENTX",,"en/",,"spdmod","high. speed. mode!, active"
"IDX_SOAR.txt","SOARING",,"en/","splrcl","splrcl","spoiler closed"
"en-US-taranis.csv","OPENTX",,"en/",,"splrdn","spoiler!, down!"
"IDX_SOAR.txt","SOARING",,"en/","splrop","splrop","spoiler open"
"en-US-taranis.csv","OPENTX",,"en/",,"splrup","spoiler!, up!"
"IDX_GENR.txt","GENERAL",,"en/","sprtsfl","sport","sports flying"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","sprt","sprt","sport"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","sprtmd","sprtmd","sport mode"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","stblt","stb","stability"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","stbl","stbl","stable"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","stblz","stbl","stabilize"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","stblmd","stblmd","stable mode"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","stblzmd","stblmd","stabilize mode"
"IDX_HELI.txt","HELI",,"en/","stblzmd","stblmd","stabilize mode"
"IDX_HELI.txt","HELI",,"en/","stblz","stblz","stabilize"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","stbltmd","stbmd","stability mode"
"IDX_GENR.txt","GENERAL",,"en/","stbloff","stboff","stabilization off"
"IDX_GENR.txt","GENERAL",,"en/","stblon","stbon","stabilization on"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","stgl","stgl","stagility"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","stglmd","stglmd","stagility mode"
"IDX_MODE.txt","MODES",,"en/","stntact","stnact","stunt mode active"
"IDX_MODE.txt","MODES",,"en/","stntoff","stnoff","stunt mode off"
"IDX_MODE.txt","MODES",,"en/","stnton","stnon","stunt mode on"
"IDX_GENR.txt","GENERAL",,"en/","stopped","stoppd","stopped"
"IDX_GENR.txt","GENERAL",,"en/","takoff","takoff","takeoff"
"IDX_MODL.txt","MODELS",,"en/","tbs","tbs","TBS"
"IDX_MODL.txt","MODELS",,"en/","tbsdisco","tbsdsc","TBS disco"
"IDX_MODE.txt","MODES",,"en/","thrmlmd","themd","thermal mode"
"IDX_SOAR.txt","SOARING",,"en/","thrmlmd","themd","thermal mode"
"IDX_SOAR.txt","SOARING",,"en/","thrml","therml","thermal"
"en-US-taranis.csv","OPENTX",,"en/",,"thmmod","thermal. mode!, on"
"IDX_SURF.txt","THROTTLE",,"en/","thract","thract","throttle active"
"IDX_SURF.txt","THROTTLE",,"en/","thrcut","thrcut","throttle cut"
"IDX_SURF.txt","THROTTLE",,"en/","thrdis","thrdis","throttle disabled"
"IDX_SURF.txt","THROTTLE",,"en/","thrhold","thrhld","throttle hold"
"IDX_SURF.txt","THROTTLE",,"en/","thrlock","thrlck","throttle lock"
"IDX_SURF.txt","THROTTLE",,"en/","srf_thr","thrott","throttle"
"IDX_SURF.txt","THROTTLE",,"en/","thready","thrrdy","throttle ready"
"IDX_SURF.txt","THROTTLE",,"en/","thrrel","thrrel","throttle release"
"en-US-taranis.csv","OPENTX",,"en/",,"tohigh","too. high!"
"en-US-taranis.csv","OPENTX",,"en/",,"tolow","too. low!"
"IDX_GENR.txt","GENERAL",,"en/","train","train","training"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","tric","tric","tricopter"
"IDX_GENR.txt","GENERAL",,"en/","trng","trng","training"
"IDX_MODE.txt","MODES",,"en/","trngmd","trngmd","training mode"
"en-US-taranis.csv","OPENTX",,"en/",,"trnoff","trainer!, off!"
"en-US-taranis.csv","OPENTX",,"en/",,"trnon","trainer!, on!"
"IDX_GENR.txt","GENERAL",,"en/","trnr","trnr","trainer"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","uav","uav","UAV"
"IDX_GENR.txt","GENERAL",,"en/","ugly","ugly","ugly"
"IDX_GENR.txt","GENERAL",,"en/","vintg","vintg","vintage"
"en-US-taranis.csv","OPENTX",,"en/",,"vrioff","vario!, off"
"en-US-taranis.csv","OPENTX",,"en/",,"vrion","vario!, on"
"IDX_GENR.txt","GENERAL",,"en/","warbrd","warbrd","warbird"
"IDX_FPVA.txt","FPV/AUTONOMOUS",,"en/","waypt","waypt","waypoint"
"IDX_GENR.txt","GENERAL",,"en/","whtvr","whtvr","whatever"
"IDX_MODL.txt","MODELS",,"en/","zmr250","zmr250","ZMR two fifty"
"IDX_SOAR.txt","SOARING",,"en/","zoom","zoom","zoom"
"IDX_MODE.txt","MODES",,"en/","zoommd","zoommd","zoom mode"
"IDX_SOAR.txt","SOARING",,"en/","zoommd","zoommd","zoom mode"
